1.00000;1.75346
1.00000;1.38845
1.00000;1.27676
1.00000;0.78063
1.00000;0.86733
1.00000;0.60731
1.00000;0.88786
1.00000;0.74455
1.00000;1.33553
1.00000;1.49563
1.00000;1.46625
1.00000;0.30389
1.00000;1.66039
1.00000;1.48345
1.00000;0.79579
1.00000;0.81365
1.00000;1.49704
1.00000;0.40579
1.00000;0.74997
1.00000;1.42482
1.00000;0.91977
1.00000;0.33894
1.00000;1.12258
1.00000;1.85141
1.00000;1.74352
1.00000;1.12006
1.00000;1.90505
1.00000;1.23345
1.00000;1.46545
1.00000;0.51391
1.00000;0.70658
1.00000;0.65511
1.00000;1.15317
1.00000;1.19672
1.00000;0.78920
1.00000;0.17096
1.00000;1.85202
1.00000;1.91391
1.00000;0.95002
1.00000;1.59429
1.00000;1.79677
1.00000;0.56748
1.00000;1.33308
1.00000;0.78720
1.00000;0.35967
1.00000;0.34854
1.00000;0.16681
1.00000;1.25157
1.00000;0.70842
1.00000;1.77225
1.00000;0.86344
1.00000;1.64306
1.00000;1.19029
1.00000;1.60964
1.00000;1.85251
1.00000;1.17703
1.00000;0.78455
1.00000;1.23249
1.00000;0.28179
1.00000;1.58399
1.00000;0.89957
1.00000;1.53855
1.00000;0.60881
1.00000;0.47305
1.00000;0.67569
1.00000;1.80976
1.00000;0.63154
1.00000;1.30210
1.00000;0.85280
1.00000;0.57659
1.00000;1.22203
1.00000;1.40294
1.00000;0.50298
1.00000;0.34792
1.00000;1.42640
1.00000;1.77509
1.00000;1.57427
1.00000;0.82320
1.00000;0.47847
1.00000;0.55901
1.00000;1.14000
1.00000;0.90170
1.00000;0.28039
1.00000;1.66255
1.00000;1.30856
1.00000;1.28754
1.00000;0.74566
1.00000;0.44889
1.00000;0.14616
1.00000;0.75914
1.00000;1.52559
1.00000;0.18444
1.00000;0.68858
1.00000;1.82418
1.00000;0.60935
1.00000;0.39783
1.00000;1.38097
1.00000;0.75191
1.00000;0.86534
1.00000;1.94696
1.00000;0.10338
1.00000;0.99117
1.00000;1.73436
1.00000;1.07633
1.00000;1.85397
1.00000;1.82841
1.00000;1.02861
1.00000;1.53051
1.00000;0.16547
1.00000;1.32745
1.00000;0.40297
1.00000;0.45961
1.00000;1.62651
1.00000;0.29879
1.00000;1.45275
1.00000;0.97224
1.00000;1.37918
1.00000;0.40198
1.00000;0.53802
1.00000;1.95578
1.00000;0.60490
1.00000;0.53306
1.00000;0.90198
1.00000;1.63000
1.00000;0.29009
1.00000;0.94691
1.00000;1.55940
1.00000;1.90665
1.00000;0.79689
1.00000;0.71254
1.00000;1.57533
1.00000;1.60833
1.00000;1.49639
1.00000;1.88659
1.00000;1.23986
1.00000;1.10797
1.00000;1.28337
1.00000;0.46944
1.00000;1.36749
1.00000;1.85840
1.00000;1.87450
1.00000;1.48180
1.00000;1.82190
1.00000;1.46205
1.00000;0.75138
1.00000;1.66299
1.00000;1.88826
1.00000;1.91974
1.00000;0.51001
1.00000;1.32246
1.00000;1.07842
1.00000;0.63811
1.00000;0.94191
1.00000;1.61707
1.00000;1.41954
1.00000;1.74653
1.00000;0.52310
1.00000;1.05708
1.00000;0.28231
1.00000;0.59306
1.00000;0.56342
1.00000;0.84463
1.00000;1.25196
1.00000;0.55319
1.00000;1.13972
1.00000;0.99771
1.00000;1.08920
1.00000;1.47077
1.00000;1.75564
1.00000;1.27789
1.00000;1.00471
1.00000;1.82943
1.00000;1.50305
1.00000;0.26448
1.00000;1.98701
1.00000;0.32803
1.00000;1.25624
1.00000;0.30235
1.00000;1.65377
1.00000;0.18142
1.00000;0.85552
1.00000;1.35034
1.00000;0.67791
1.00000;1.43088
1.00000;1.53379
1.00000;0.13831
1.00000;0.63426
1.00000;1.52161
1.00000;1.99570
1.00000;0.74368
1.00000;1.92327
1.00000;0.68979
1.00000;1.38662
1.00000;1.34155
1.00000;1.81483
1.00000;1.55179
1.00000;1.77801
1.00000;1.92106
1.00000;1.47347
1.00000;1.53482
1.00000;0.96425
1.00000;0.36948
1.00000;1.32994
1.00000;0.75681
1.00000;1.49293
1.00000;0.46506
1.00000;1.36754
1.00000;1.79957
1.00000;1.63068
1.00000;1.73097
1.00000;1.99564
1.00000;0.23947
1.00000;1.49444
1.00000;1.81763
1.00000;0.89787
1.00000;1.66802
1.00000;1.33042
1.00000;1.89970
1.00000;1.79567
1.00000;0.62529
1.00000;0.62974
1.00000;0.74836
1.00000;1.31520
1.00000;0.82039
1.00000;1.71817
1.00000;1.41846
1.00000;0.64590
1.00000;0.12287
1.00000;0.76311
1.00000;0.41041
1.00000;1.21661
1.00000;1.45436
1.00000;1.07171
1.00000;1.69176
1.00000;1.23379
1.00000;0.19032
1.00000;0.61299
1.00000;0.44678
1.00000;1.82124
1.00000;0.70792
1.00000;0.80478
1.00000;0.36453
1.00000;0.76657
1.00000;0.34222
1.00000;1.82328
1.00000;1.24898
1.00000;0.74850
1.00000;0.24047
1.00000;0.69943
1.00000;1.26652
1.00000;1.48195
1.00000;1.82365
1.00000;0.91228
1.00000;1.94350
1.00000;1.95791
1.00000;1.66412
1.00000;1.60764
1.00000;0.85570
1.00000;1.47495
1.00000;1.96527
1.00000;1.52510
1.00000;0.25132
1.00000;0.16132
1.00000;0.82858
1.00000;0.32746
1.00000;1.85572
1.00000;1.62841
1.00000;0.69131
1.00000;0.50978
1.00000;0.22352
1.00000;1.90223
1.00000;0.74692
1.00000;1.14830
1.00000;1.55018
1.00000;1.92828
1.00000;1.55785
1.00000;1.54514
1.00000;1.69045
1.00000;0.81961
1.00000;0.14901
1.00000;0.16185
1.00000;0.19275
1.00000;0.47325
1.00000;0.25852
1.00000;1.64108
1.00000;0.17026
1.00000;1.01940
1.00000;1.65605
1.00000;0.75947
1.00000;1.43186
1.00000;0.37476
1.00000;1.87022
1.00000;1.96227
1.00000;1.83607
1.00000;0.61427
1.00000;0.39948
1.00000;1.90344
1.00000;1.99305
1.00000;0.98526
1.00000;0.67254
1.00000;1.44697
1.00000;0.75848
1.00000;0.55722
1.00000;1.44241
1.00000;0.87388
1.00000;0.13577
1.00000;1.33583
1.00000;0.10337
1.00000;0.64397
1.00000;1.38667
1.00000;0.47857
1.00000;1.83031
1.00000;0.61566
1.00000;0.73651
1.00000;0.16469
1.00000;0.31270
1.00000;0.88280
1.00000;0.71173
1.00000;0.75907
1.00000;1.06847
1.00000;0.85469
1.00000;0.38546
1.00000;1.66543
1.00000;0.75490
1.00000;0.14386
1.00000;0.52084
1.00000;0.21315
1.00000;0.25791
1.00000;0.81629
1.00000;0.09630
1.00000;0.18960
1.00000;0.30142
1.00000;1.70820
1.00000;0.59615
1.00000;1.56379
1.00000;1.65702
1.00000;1.72084
1.00000;0.28166
1.00000;0.54138
1.00000;1.42888
1.00000;0.82992
1.00000;1.71239
1.00000;0.88193
1.00000;1.86662
1.00000;1.14190
1.00000;0.47903
1.00000;0.24402
1.00000;0.41778
1.00000;1.41406
1.00000;0.89898
1.00000;1.75723
1.00000;1.61553
1.00000;1.33013
1.00000;1.53987
1.00000;1.07382
1.00000;1.70251
1.00000;1.50747
1.00000;0.70346
1.00000;1.04357
1.00000;1.25223
1.00000;0.44296
1.00000;0.48074
1.00000;1.11199
1.00000;1.38837
1.00000;1.16379
1.00000;1.87021
1.00000;0.98829
1.00000;1.61382
1.00000;1.34722
1.00000;0.45700
1.00000;0.24374
1.00000;0.76392
1.00000;0.89485
1.00000;0.32774
1.00000;1.71597
1.00000;0.14357
1.00000;0.34612
1.00000;1.39478
1.00000;0.58393
1.00000;0.73173
1.00000;0.74910
1.00000;1.10016
1.00000;1.81308
1.00000;0.83599
1.00000;1.89329
1.00000;1.21017
1.00000;0.71844
1.00000;1.08327
1.00000;1.60154
1.00000;0.15880
1.00000;0.57855
1.00000;0.68434
1.00000;0.20358
1.00000;1.76356
1.00000;0.78977
1.00000;0.35066
1.00000;1.47248
1.00000;1.86284
1.00000;0.75200
1.00000;1.14017
1.00000;0.42584
1.00000;1.46221
1.00000;0.44705
1.00000;1.32808
1.00000;0.76025
1.00000;0.95318
1.00000;0.18284
1.00000;0.72237
1.00000;0.19752
1.00000;0.84087
1.00000;1.72870
1.00000;1.11964
1.00000;0.65939
1.00000;1.30912
1.00000;0.65280
1.00000;1.16921
1.00000;0.77413
1.00000;0.16516
1.00000;0.32477
1.00000;1.94351
1.00000;1.78264
1.00000;0.51594
1.00000;1.08829
1.00000;0.59697
1.00000;1.18552
1.00000;0.45523
1.00000;1.11998
1.00000;0.98309
1.00000;1.09500
1.00000;1.11045
1.00000;1.58025
1.00000;0.12070
1.00000;1.30411
1.00000;1.61732
1.00000;0.23069
1.00000;0.63338
1.00000;0.33515
1.00000;0.52135
1.00000;0.60661
1.00000;1.22601
1.00000;1.25631
1.00000;1.18406
1.00000;1.73331
1.00000;1.32368
1.00000;1.62528
1.00000;0.69956
1.00000;0.24918
1.00000;0.18256
1.00000;0.62981
1.00000;1.55404
1.00000;0.43242
1.00000;0.28801
1.00000;1.51594
1.00000;1.44182
1.00000;1.21075
1.00000;1.12653
1.00000;1.10986
1.00000;1.22889
1.00000;0.29667
1.00000;0.22219
1.00000;1.33168
1.00000;0.93958
1.00000;1.90883
1.00000;0.79608
1.00000;1.94268
1.00000;1.72142
1.00000;1.88016
1.00000;1.50591
1.00000;1.91237
1.00000;1.24203
1.00000;0.90987
1.00000;1.25497
1.00000;1.32788
1.00000;0.17470
1.00000;1.84528
1.00000;1.01468
1.00000;1.53174
1.00000;0.80599
1.00000;1.29638
1.00000;1.59328
1.00000;0.28294
1.00000;1.15987
1.00000;1.60905
1.00000;0.38114
1.00000;0.73191
1.00000;0.29825
1.00000;0.75882
1.00000;0.83672
1.00000;0.77364
1.00000;1.85677
1.00000;0.48485
1.00000;1.34672
1.00000;1.07289
1.00000;0.69690
1.00000;0.77370
1.00000;1.86768
1.00000;0.31483
1.00000;1.39802
1.00000;0.70672
1.00000;0.24730
1.00000;0.93032
1.00000;0.67036
1.00000;0.23930
1.00000;0.86108
1.00000;1.72392
1.00000;1.32815
1.00000;1.09039
1.00000;1.40435
1.00000;0.83786
1.00000;1.56141
1.00000;1.70258
1.00000;1.42041
1.00000;0.79932
1.00000;0.19800
1.00000;0.37492
1.00000;1.42924
1.00000;0.80376
1.00000;1.24606
1.00000;0.30028
1.00000;0.23349
1.00000;1.08930
1.00000;0.47478
1.00000;1.01972
1.00000;0.58132
1.00000;0.45819
1.00000;1.34022
1.00000;0.58349
1.00000;1.98435
1.00000;0.55812
1.00000;1.09809
1.00000;0.28839
1.00000;0.98950
1.00000;0.44247
1.00000;0.29240
1.00000;0.68659
1.00000;0.83393
1.00000;1.54183
1.00000;1.45832
1.00000;0.70147
1.00000;0.82279
1.00000;0.30556
1.00000;0.18963
1.00000;0.55061
1.00000;1.11663
1.00000;0.17575
1.00000;1.29342
1.00000;0.15377
1.00000;1.77800
1.00000;0.49701
1.00000;1.42812
1.00000;0.77933
1.00000;1.63397
1.00000;0.67691
1.00000;0.90298
1.00000;1.65994
1.00000;0.63954
1.00000;0.73469
1.00000;0.79938
1.00000;0.11002
1.00000;1.19184
1.00000;1.31385
1.00000;0.57512
1.00000;0.29416
1.00000;0.09930
1.00000;0.45908
1.00000;0.52320
1.00000;1.16630
1.00000;0.97307
1.00000;0.52450
1.00000;1.02662
1.00000;1.19431
1.00000;0.64297
1.00000;0.54396
1.00000;0.86544
1.00000;0.18110
1.00000;1.37058
1.00000;0.17396
1.00000;0.58135
1.00000;1.37684
1.00000;0.63288
1.00000;0.70846
1.00000;0.33778
1.00000;1.11816
1.00000;1.71925
1.00000;0.44747
1.00000;0.28936
1.00000;0.98272
1.00000;1.94911
1.00000;1.69820
1.00000;1.41165
1.00000;1.55408
1.00000;1.93521
1.00000;0.95673
1.00000;0.26811
1.00000;0.19999
1.00000;1.83417
1.00000;0.18438
1.00000;0.73326
1.00000;1.52686
1.00000;1.74168
1.00000;1.17435
1.00000;0.15991
1.00000;0.35976
1.00000;0.59670
1.00000;1.71135
1.00000;0.10162
1.00000;1.23498
1.00000;1.69928
1.00000;1.55951
1.00000;0.26856
1.00000;0.52571
1.00000;1.59673
1.00000;0.97341
1.00000;0.80377
